content,rating
"osoba, która wpisała temu filmowi jako gatunek - komedia , niech go usunie albo  zastanowi się nad poczuciem własnego humoru bo jeśli znajduje kupe dobrej zabawy w nieszczęściu i tragedii innych ludzi to jest z nią coś nie tak",8
"Jestem młodym,  dopiero co rozpoczynającym przygodę z kinem człowiekiem:). Powoli przerabiam pierwszą setkę filmwebu, jest mi z tym wstyd, że nie znałem tylu klasyków kina, jednak jak mniemam są klasyki, których w pierwszej setce nie uświadczysz. Chciałbym zapytać, jakie klasyki, których w ww. setce nie zobaczę  moglibyście mi polecić?",8
"rewelacyjny film, genialny Spacey, nadspodziewanie znakomity Cooper i dialogi, za które raczej nie zapłacisz MasterCard""to w jakiej branży jesteście partnerami?""""no cóż, on jest prawnikiem - a on anestezjologiem""""nie przytakuj mi, jak swojej matce""""wybacz ojcze, ale powiem to wprost - kiedy widzę pedała, chce mi się rzygać""""mnie też synu, mnie też""""może mi coś poradzicie, ...",9
"komedią są mnożące się zbiegi okoliczności, dramatem tego konsekwencje . Genialna realizacja i aktorstwo, a koniec mistrzowski. Typowe życie przeciętnej rodziny amerykańskiej, ukazane są dwie strony medalu, życie oficjalne i prywatne, intymne sprawy itp. Jedyny człowiek który zachowuje zdrowy rozsądek i próbuje się pozbierać i naprawić relacje, staje się kozłem ofiarnym tragicznych zbiegów okoliczności. ...",9
"Wspaniały,piękny,wzruszający obraz ,o tym co utracone ,o mydlanej bańce złudzeń wśród bezkresu przeciwności losu,która tak łatwo w końcu pęka...,o przemijaniu,o samotności,czy też o nieodwzajemnionej  miłości. Gorąco polecam,wystawiając 9/10",9
"Przecież American Beauty to nic głębokiego i trudnego do stworzenia a mimo to nikt w dzisiejszych czasach nie stworzył filmu który by w maleńkim stopniu do dzieła Sama Mendesa nawiązywał. to oczywiście pytanie retoryczne. Ile bym dał, żeby dziś oglądać takie filmy.",9
Koncertowa rola w jego wykonaniu ale dla mnie był o wiele lepszy w Podejrzanych i to co najmniej o 2 klasy.,10
obejrzałem po raz nie wiem już który i po raz kolejny nie mogę dojśc do siebie...,10
"Jeden z filmów który z góry spisywałem na klapę a tutaj zaskoczenie, bo bardzo fajnie się go ogląda. Oryginalnie przedstawiona rodzina 15 latach życia ze sobą. Żona skupiona nad karierą która za cholerę jej nie wychodzi bo jest po prostu cienka w tym co robi ale sama się twardo okłamuje i próbuje to zmienić wszelkimi sposobami. Mąż który czuje się zasiedziany w pracy z której nie czuje spełnienia i postanawia się ...",8
"'American Beuty' obejrzałam po raz pierwszy dopiero niedawno, gdy leciał w telewizji. Pomyślałam sobie: ""O fajnie, nareszcie coś ciekawego do zobaczenia."" Przynajmniej taką miałam nadzieję, gdyż wielu znajomych mówiło mi, że to świetny film. I co? Okropny!!! Strasznie mi się nie podobał! Sądziłam, że skoro dostał tyle Oscarów, to musi być niezły. Ale bardzo się rozczarowałam. Cały film kompletnie nie ...",9
"Nie uważacie, że momentami konstrukcja American Beauty była do powyższego filmu podobna? A sczególnie ostatnie minuty? Tak mi się jakoś skojarzyło, i chciałbym wiedzieć czy komuś również...",10
"Każdy powinien mieć możliwość ocenienia jednego filmu na 11, żeby wyróżnić wg niego najlepszy film.",10
"Ten film jest bardzo psychologiczny, każda postać zwraca uwagę na swoja psychikę",9
"Znakomicie zrealizowany , dający do myślenia i pokazujący co jest w życiu najważniejsze.A także doskonała reżyseria , rewelacyjny scenariusz , świetne zdjęcia oraz mistrzowska rola Kevina Spaceya.Moja ocena 10/10.Gorąco polecam.",10
"Zabierałam się do niego, szczerze powiedziawszy, bardzo niechętnie. Jednak po obejrzeniu miałam bardzo dobre odczucia. Przede wszystkim, jest w nim to, co lubie, czyli- zmusza do myślenia. Do zastanowienia się nad sobą, nad swoim życiem, nad tym, czy to, co robimy, robimy słusznie. Ponad to, wnosi coś, ma jakiś przekaz, próbuje przekazać nam pewne wartości, którymi powinniśmy się kierować. Dodatkowo ...",9
"Film opowiadajacy o tym co w zyciu tak naprawde wazne, bezcenne. Scena z workiem symboliczna, mowiaca jak mozna cieszyc sie z malych rzeczy nie oczekujac nic w zamian, doceniac to co ukryte, bezimienne, proste. Motto filmu: czerp z zycia te radosci ktore ktore sprawiaja ci radosc, zapomnij o tym bozym swiecie, odnajdz siebie",10
"Mnie się wydaje, że ukazuje, co naprawdę jest w nim ważne. Poczucie szczęścia. I umiejętność dostrzegania piękna ;)",9
"Uwielbiam filmy, które w sposób humorystyczny traktują o sprawach ważnych i fundamentalnych. Dla mnie absolutnie ponadczasowe arcydzieło !! Ale trzeba doi tego dojrzeć. Jak pożyczyłem DVD koledze to stwierdził, że to tylko kolejna wersja ""Gotowych na wszystko"". Co mu miałem powiedzieć ? Że jest za głupi na ten film ? Pozdrawiam.",10
"...boli, bo jak go oglądam, to widzę siebie. Człowieka, który nie może się pogodzić z otaczającą go rzeczywistością. Człowieka, który z jednej strony chciałby być bardziej otwarty, wyjść do ludzi, a z drugiej nie jest w stanie znieść przebywania w towarzystwie większości z nich. Człowieka, który chciałby coś zrobić ze swoim życiem, ale pogrążą go strach i wciągają go codzienne rytuały, ...",10
"Gdy wieczorne zgasną zorze, Zanim głowę do snu złożę,Modlitwę moją zanoszę Bogu Ojcu i Synowi:""Dopierdolcie sąsiadowi! Dla siebie o nic nie wnoszę, Tylko mu dosrajcie proszę.""Kto ja jestem? Polak małyMały, zawistny i podły.Jaki znak mój? Krwawe gały.Oto wznoszę swoje modłyDo Boga, Marii i Syna:""Zniszczcie tego skurwysynaMego brata, sąsiada,Tego ...",9
"Dużo negatywnych komentarzy ponieważ ludzie oprócz przekleństw i tekstów używanych przez gimbaze (np.''no weź się tato'') nie widzą ''karykatury'' zawistnego polaka w tym filmie. A ten film bardzo dobrze odzwierciedla właśnie typowego polaka zawistnego polaka ; )  ... albo takie sprawdzanie po parę razy czy drzwi zamknięte , gaz zakręcony, to takie życiowe, dlatego spodobał mi się ten ...",8
"Oglądałam lata temu, jak wszedł do kin, oglądałam niedawno i dalej to jest dla mnie arcydzieło, bo niezmiennie serwuje emocjonalny rollercoaster - od histerycznego wręcz śmiechu, po ukrytą rozpacz. Do tej pory nie mogę dojść do tego, jak można było nakręcić tak wysublimowany film wsadzając w niego równocześnie tyle wulgaryzmów. To już się nie ...",10
"Denerwują mnie wypowiedzi niektórych moich poprzedników, którzy nagminnie piszą, że film nie jest komedią. Owszem, jest też dramatem (głównego bohatera), filmem obyczajowym, ale nikt mi nie wmówi, że to nie komedia. Jeśli z jakiegoś filmu ludzie się śmieją to jest to komedia. Taka jest moja filozofia - może niezbyt skomplikowana, ale nie ma co do tego wątpliwości. Przynajmniej nie mam ja.",10
Bo niestety dużo w nim prawdy i pełnego realizmu. Co rusz w życiu codziennym natykam się na podobne sytuacje i wtedy od razu przypomina mi się ten film:),8
"Prawda jest taka, że mimo upływu 17 lat nic się nie zmieniło w polskim społeczeństwie. Co więcej, jest coraz gorzej, bo takimi Adasiami stają się ludzie młodzi. Przykład? A chociażby ja, a mam niespełna 21 lat. Jestem Adasiem Miauczyńskim w prawie każdym calu. Dzięki losie, że nie polonistą. Ale czy to zmienia postać rzeczy aż tak bardzo? Z przerażeniem obserwuję, ...",8
"Pisząc tytuł nie miałem na myśli tego, że film jest słaby. Wg mnie jest to najlepszy polski film. Natomiast jego tragedią jest to, że przez większość ludzi jest postrzegany wyłącznie jako durna komedia. Jednak nie ma się co dziwić, skoro zdecydowana większość Polaków jest jeszcze gorszymi świrami niż Miauczyński, choć zwykle nie widać tego na pierwszy rzut oka. ""Dzień Świra"" to film dla ludzi zdających ...",10
"Jak dla mnie film to czysta satyra w 100%, satyra na typowego mieszkańca naszego kraju, niestety ale bardzo prawdziwa i smutna.",9
"""Cale zycie mi zmarnowala a teraz niemoge miec do niej nawet pretensji"" z tym watkiem najbardziej sie utozsamiam, ta jej ignorancja jak bylem mlody, doprowadzala mnie tym do szalu a potem czulem ze niemoge miec do niej o nic pretensji. Ale w tym filmie duzo jest takich prawdziwych rzeczy tylko trzeba tego doswiadczyc na wlasnej skorze zeby to dostrzec i zrozumiec",10
nerwicę natręctw? Te jego cięgle powtarzające się ruchy (np. na kanapie)? Czy to tylko zwykła deprecha?,8
"Najbardziej podobala mi sie scena z politykami... aktualne nadal, graja tylko pod swoje interesy",9
"seans obowiązkowy dla wszystkich tych, którzy mają pomysł aby studiować polonistykę;",8
Nienawidzę polskich filmów ale ten jest naprawdę warty obejrzenia..,7
"Najlepszy polski film, który oglądałem przynajmniej 10 razy i za każdym razem z tą samą uwagą, jakbym oglądał go pierwszy raz.Idealnie ukazany przekrój naszego społeczeństwa i obraz polaka, który utopiłby sąsiada w łyżce wody.Ze wszystkimi sytuacjami spotkałem się w realnym życiu, nawet przechodziłem nerwicę natręctw w dzieciństwie. Z perspektywy czasu wydaje się to śmieszne, nielogiczne, ale jak ...",10
"Zastanawiam się stale, dlaczego w tym filmie jest tyle rzedczy związanych z liczbą ""7"". I gdy Adaś pije wodę, gdy miesza kawę, nawet gdy się dolewa:D A i Jego wiek daje to mnożone 7x7:D Co o tym myślicie?",10
"Marek Kondrat krzycząc 3 razy ""Kur...,kur...,kur...&quo t;,a potem z maksymalną złością ""Wypier..."" rozwala system i wprawia w śmiech do bólu!!!",10
"""Towarzyszu podróży, zbudowałeś byt swój zasklepiając, jak termit, wyloty ku światłu i zwinąłeś się w kłębek w kokonie nawyków, w dławiącym rytuale codziennego życia. I choć przyprawia cię on co dzień o szaleństwo, mozolnie wzniosłeś szaniec z tego rytuału przeciw wichrom, przypływom, gwiazdom i uczuciu. Dość trudu cię kosztuje, by co dnia zapomnieć ...",9
"Niektóre sceny są z życia każdego z nas, gdzue ludzie są irytujący. Problemy rzeczywistości i emocjonalne, tak naprawdę to na w sobie głęboki przekaz. No i co tu dużo mówić fenomenalny Pan Marek Kondrat :-)",10
Jedna z najlepszych polskich komedii i rewelacyjna gra Kondrata.,8
"Wczoraj po raz kolejny oglądałem Dzień Świra i jak zwykle bardzo mi się podobał. Chciałbym spytać o scenę na plaży, która była dosyć mocno surrealistyczna. Czy można się w niej doszukiwać jakiejś symboliki czy drugiego dna jeśli tak to jakiego.",7
"Az dziwne ze na imdb ma wieksza srednie niz tu .    Nie wiem jak mam to interpetowac , ze co amerykanie lepiej rozumieja ten film od nas czy po prostu bardziej go doceniaja ???",10
"Im jestem starszy tym bardziej rozumiem tragizm głównego bohatera. Ten film warto obejrzeć jako uzupełnienie poprzednich filmów Koterskiego - szczególnie powszechnie nieznany ""Dom Wariatów"" (nomen omen również z główną rolą młodziutkiego wtedy Kondrata), gdzie poznajemy młode lata Adasia Miauczyńskiego i tego co działo się w jego rodzinnym domu....",10
"...boli, bo jak go oglądam, to widzę siebie. Człowieka, który nie może się pogodzić z otaczającą go rzeczywistością. Człowieka, który z jednej strony chciałby być bardziej otwarty, wyjść do ludzi, a z drugiej nie jest w stanie znieść przebywania w towarzystwie większości z nich. Człowieka, który chciałby coś zrobić ze swoim życiem, ale pogrążą go strach i wciągają go codzienne rytuały, ...",10
"Gdy wieczorne zgasną zorze, Zanim głowę do snu złożę, Modlitwę moją zanoszę Bogu Ojcu i Synowi: ""Dopierdolcie sąsiadowi! Dla siebie o nic nie wnoszę, Tylko mu dosrajcie proszę."" Kto ja jestem? Polak mały Mały, zawistny i podły. Jaki znak mój? Krwawe gały. Oto wznoszę swoje modły Do Boga, Marii i Syna: ""Zniszczcie tego skurwysyna Mego brata, sąsiada, Tego ...",9
"Dużo negatywnych komentarzy ponieważ ludzie oprócz przekleństw i tekstów używanych przez gimbaze (np.''no weź się tato'') nie widzą ''karykatury'' zawistnego polaka w tym filmie. A ten film bardzo dobrze odzwierciedla właśnie typowego polaka zawistnego polaka ; ) ... albo takie sprawdzanie po parę razy czy drzwi zamknięte , gaz zakręcony, to takie życiowe, dlatego spodobał mi się ten ...",8
"Oglądałam lata temu, jak wszedł do kin, oglądałam niedawno i dalej to jest dla mnie arcydzieło, bo niezmiennie serwuje emocjonalny rollercoaster - od histerycznego wręcz śmiechu, po ukrytą rozpacz. Do tej pory nie mogę dojść do tego, jak można było nakręcić tak wysublimowany film wsadzając w niego równocześnie tyle wulgaryzmów. To już się nie ...",10
"Denerwują mnie wypowiedzi niektórych moich poprzedników, którzy nagminnie piszą, że film nie jest komedią. Owszem, jest też dramatem (głównego bohatera), filmem obyczajowym, ale nikt mi nie wmówi, że to nie komedia. Jeśli z jakiegoś filmu ludzie się śmieją to jest to komedia. Taka jest moja filozofia - może niezbyt skomplikowana, ale nie ma co do tego wątpliwości. Przynajmniej nie mam ja.",10
Bo niestety dużo w nim prawdy i pełnego realizmu. Co rusz w życiu codziennym natykam się na podobne sytuacje i wtedy od razu przypomina mi się ten film:),8
"Prawda jest taka, że mimo upływu 17 lat nic się nie zmieniło w polskim społeczeństwie. Co więcej, jest coraz gorzej, bo takimi Adasiami stają się ludzie młodzi. Przykład? A chociażby ja, a mam niespełna 21 lat. Jestem Adasiem Miauczyńskim w prawie każdym calu. Dzięki losie, że nie polonistą. Ale czy to zmienia postać rzeczy aż tak bardzo? Z przerażeniem obserwuję, ...",8
"Pisząc tytuł nie miałem na myśli tego, że film jest słaby. Wg mnie jest to najlepszy polski film. Natomiast jego tragedią jest to, że przez większość ludzi jest postrzegany wyłącznie jako durna komedia. Jednak nie ma się co dziwić, skoro zdecydowana większość Polaków jest jeszcze gorszymi świrami niż Miauczyński, choć zwykle nie widać tego na pierwszy rzut oka. ""Dzień Świra"" to film dla ludzi zdających ...",10
"Jak dla mnie film to czysta satyra w 100%, satyra na typowego mieszkańca naszego kraju, niestety ale bardzo prawdziwa i smutna.",9
"""Cale zycie mi zmarnowala a teraz niemoge miec do niej nawet pretensji"" z tym watkiem najbardziej sie utozsamiam, ta jej ignorancja jak bylem mlody, doprowadzala mnie tym do szalu a potem czulem ze niemoge miec do niej o nic pretensji. Ale w tym filmie duzo jest takich prawdziwych rzeczy tylko trzeba tego doswiadczyc na wlasnej skorze zeby to dostrzec i zrozumiec",10
nerwicę natręctw? Te jego cięgle powtarzające się ruchy (np. na kanapie)? Czy to tylko zwykła deprecha?,8
"Najbardziej podobala mi sie scena z politykami... aktualne nadal, graja tylko pod swoje interesy",9
"seans obowiązkowy dla wszystkich tych, którzy mają pomysł aby studiować polonistykę;",8
Nienawidzę polskich filmów ale ten jest naprawdę warty obejrzenia..,7
"Najlepszy polski film, który oglądałem przynajmniej 10 razy i za każdym razem z tą samą uwagą, jakbym oglądał go pierwszy raz. Idealnie ukazany przekrój naszego społeczeństwa i obraz polaka, który utopiłby sąsiada w łyżce wody. Ze wszystkimi sytuacjami spotkałem się w realnym życiu, nawet przechodziłem nerwicę natręctw w dzieciństwie. Z perspektywy czasu wydaje się to śmieszne, nielogiczne, ale jak ...",10
"Zastanawiam się stale, dlaczego w tym filmie jest tyle rzedczy związanych z liczbą ""7"". I gdy Adaś pije wodę, gdy miesza kawę, nawet gdy się dolewa:D A i Jego wiek daje to mnożone 7x7:D Co o tym myślicie?",10
"Marek Kondrat krzycząc 3 razy ""Kur...,kur...,kur...&quo t;,a potem z maksymalną złością ""Wypier..."" rozwala system i wprawia w śmiech do bólu!!!",10
"""Towarzyszu podróży, zbudowałeś byt swój zasklepiając, jak termit, wyloty ku światłu i zwinąłeś się w kłębek w kokonie nawyków, w dławiącym rytuale codziennego życia. I choć przyprawia cię on co dzień o szaleństwo, mozolnie wzniosłeś szaniec z tego rytuału przeciw wichrom, przypływom, gwiazdom i uczuciu. Dość trudu cię kosztuje, by co dnia zapomnieć ...",9
